Turning_Cut_Depth;Milling_Gear_Depth;Drilling_Surf_Quality;Drill_Pressure;Drilling_Speed;Turning_Rotation_Speed;Turning_Cut_Speed;Milling_Circle_Diameter;Drilling_Diameter;Turning_Shaft_Diameter;class
0.575;0.331;0.018;1.357;37.295;39.451;49.165;1.175;1.222;0.104;OK
0.577;0.342;0.015;2.729;36.738;38.856;49.179;1.141;1.178;0.102;OK
0.582;0.332;0.015;3.601;35.987;39.836;49.169;1.095;1.25;0.101;OK
0.643;0.304;0.015;2.517;33.276;40.72;49.183;0.93;1.315;0.102;OK
0.63;0.296;0.016;4.503;35.014;40.733;49.178;1.035;1.316;0.102;OK
0.643;0.281;0.016;2.857;36.07;40.251;49.167;1.101;1.281;0.102;OK
0.623;0.277;0.017;1.603;33.785;41.267;49.184;0.961;1.356;0.102;OK
0.623;0.283;0.017;4.707;35.045;41.15;49.182;1.037;1.347;0.101;OK
0.675;0.26;0.019;1.932;35.147;41.868;49.181;1.044;1.4;0.102;OK
0.653;0.279;0.02;2.23;35.471;41.147;49.18;1.063;1.347;0.102;OK
0.64;0.266;0.02;3.492;36.035;40.936;49.172;1.098;1.331;0.101;OK
0.624;0.26;0.023;2.456;34.231;41.188;49.183;0.988;1.35;0.101;OK
0.601;0.28;0.022;3.914;36.625;40.313;49.172;1.133;1.286;0.102;OK
0.625;0.289;0.022;1.274;36.155;40.74;49.195;1.105;1.317;0.101;OK
0.632;0.309;0.022;3.334;36.431;40.06;49.18;1.121;1.266;0.103;OK
0.614;0.326;0.02;2.809;37.196;39.165;49.183;1.168;1.201;0.102;OK
0.606;0.316;0.021;3.355;36.052;40.389;49.179;1.098;1.291;0.103;OK
0.6;0.328;0.019;3.346;35.666;40.019;49.17;1.076;1.264;0.103;OK
0.618;0.291;0.019;4.072;36.192;40.193;49.168;1.107;1.277;0.103;OK
0.618;0.295;0.02;2.566;35.545;39.454;49.181;1.067;1.222;0.102;OK
0.624;0.286;0.019;2.575;36.026;40.188;49.178;1.097;1.276;0.102;OK
0.639;0.292;0.02;3.296;36.491;40.578;49.178;1.126;1.305;0.103;OK
0.641;0.289;0.021;1.204;35.707;40.216;49.178;1.078;1.278;0.102;OK
0.631;0.265;0.021;4.626;36.066;40.004;49.183;1.1;1.263;0.101;OK
0.607;0.29;0.019;3.874;35.468;39.712;49.187;1.064;1.241;0.101;OK
0.619;0.299;0.02;2.354;36.951;39.486;49.166;1.154;1.225;0.103;OK
0.637;0.313;0.019;4.042;35.727;40.069;49.167;1.079;1.267;0.102;OK
0.623;0.288;0.02;2.5;35.313;39.949;49.199;1.054;1.258;0.102;OK
0.606;0.273;0.021;4.026;36.191;40.518;49.184;1.107;1.3;0.102;OK
0.649;0.285;0.021;3.195;35.331;40.134;49.194;1.056;1.272;0.102;OK
0.623;0.296;0.02;2.262;35.906;39.123;49.181;1.091;1.197;0.103;OK
0.604;0.292;0.021;1.775;36.57;39.451;49.195;1.13;1.222;0.102;OK
0.624;0.301;0.021;4.205;35.242;39.743;49.18;1.05;1.243;0.103;OK
0.637;0.297;0.021;;35.058;39.769;49.195;1.039;1.245;0.103;OK
0.611;0.264;0.022;3.815;36.661;40.319;49.187;1.135;1.286;0.101;OK
0.619;0.293;0.022;2.905;34.771;39.515;49.185;1.022;1.226;0.102;OK
0.612;0.291;0.021;1.16;36.621;39.212;49.166;1.134;1.204;0.101;OK
0.632;0.317;0.02;4.748;35.585;39.469;49.191;1.071;1.223;0.103;OK
0.625;0.332;0.019;1.414;35.617;39.543;49.183;1.072;1.228;0.103;OK
0.606;0.316;0.02;3.345;35.845;40.164;49.155;1.087;1.275;0.101;OK
0.634;0.3;0.02;2.862;36.169;40.236;49.182;1.106;1.28;0.101;OK
0.616;0.279;0.022;4.974;36.111;39.476;49.187;1.103;1.223;0.101;OK
0.629;0.298;0.022;4.399;36.495;39.78;49.171;1.125;1.246;0.101;OK
0.619;0.295;0.022;1.382;36.278;40.038;49.179;1.114;1.265;0.101;OK
0.609;0.304;0.021;3.416;35.654;40.346;49.182;1.075;1.288;0.102;OK
0.627;0.303;0.021;2.259;36.337;40.051;49.185;1.117;1.266;0.102;OK
0.621;0.309;0.021;1.498;37.363;39.979;49.177;1.179;1.261;0.101;OK
0.631;0.316;0.021;3.495;38.363;39.674;49.171;1.239;1.237;0.102;OK
0.636;0.292;0.022;2.553;36.13;39.841;49.168;1.104;1.25;0.103;OK
0.607;0.31;0.305;3.9;35.281;39.268;49.14;1.052;1.208;0.11;OK
0.578;0.32;0.304;3.783;34.757;38.692;49.183;1.02;1.166;0.11;OK
0.586;0.322;0.305;3.531;35.975;38.506;49.159;1.094;1.152;0.109;OK
0.608;0.3;0.304;2.643;35.508;39.266;49.189;1.065;1.208;0.109;OK
0.627;0.299;0.305;3.579;36.011;39.713;49.179;1.097;1.241;0.11;OK
0.588;0.329;0.304;1.895;37.518;38.598;49.181;1.188;1.159;0.111;OK
0.586;0.324;0.304;1.854;37.646;39.066;49.162;1.195;1.193;0.109;OK
0.62;0.309;0.304;1.016;35.154;39.583;49.172;1.045;1.232;0.11;OK
0.674;0.286;0.304;3.82;33.602;41.025;49.187;0.95;1.338;0.108;OK
0.652;0.29;0.306;1.875;32.563;40.597;49.184;0.886;1.306;0.109;OK
0.608;0.297;0.306;2.058;33.222;40.118;49.179;0.926;1.271;0.11;OK
0.611;0.314;0.305;3.882;34.126;39.025;49.183;0.982;1.19;0.109;OK
0.605;0.314;0.305;2.245;35.947;39.643;49.174;1.093;1.236;0.11;OK
0.592;0.321;0.304;3.766;35.602;39.659;49.173;1.072;1.237;0.11;OK
0.599;0.324;0.305;3.307;36.348;39.084;49.169;1.117;1.194;0.11;OK
0.595;0.312;0.305;4.882;34.56;39.243;49.203;1.008;1.206;0.109;OK
0.649;0.28;0.303;2.299;32.254;40.211;49.184;0.868;1.278;0.107;OK
0.622;0.3;0.306;2.956;34.711;40.198;49.178;1.018;1.277;0.109;OK
0.621;0.312;0.305;4.265;36.129;39.368;49.191;1.103;1.215;0.109;OK
0.592;0.305;0.305;3.509;34.733;38.76;49.179;1.019;1.17;0.109;OK
0.572;0.322;0.305;4.941;36.062;38.107;49.171;1.099;1.122;0.111;OK
0.575;0.336;0.304;1.079;34.844;39.163;49.167;1.025;1.201;0.11;OK
0.609;0.304;0.305;;34.41;39.306;49.184;0.999;1.211;0.109;OK
0.605;0.308;0.305;1.599;34.896;39.523;49.176;1.028;1.227;0.11;OK
0.633;0.309;0.304;4.834;35.323;40.157;49.175;1.054;1.274;0.109;OK
0.647;0.285;0.305;2.374;34.322;40.402;49.188;0.994;1.292;0.109;OK
0.65;0.297;0.306;4.692;33.964;40.07;49.17;0.971;1.267;0.109;OK
0.628;0.298;0.305;4.667;33.318;40.581;49.198;0.933;1.305;0.107;OK
0.626;0.299;0.306;3.616;34.61;40.017;49.175;1.012;1.263;0.108;OK
0.626;0.301;0.307;2.79;33.846;39.585;49.161;0.965;1.231;0.108;OK
0.591;0.317;0.306;2.485;35.117;39.181;49.167;1.042;1.202;0.109;OK
0.601;0.318;0.306;4.049;35.687;38.996;49.178;1.077;1.188;0.11;OK
0.618;0.309;0.306;3.886;35.239;39.523;49.182;1.049;1.227;0.109;OK
0.622;0.301;0.305;2.188;34.159;38.905;49.181;0.983;1.182;0.109;OK
0.641;0.304;0.306;2.154;34.026;40.23;49.192;0.976;1.279;0.109;OK
0.637;0.295;0.307;2.149;33.58;39.643;49.183;0.948;1.236;0.108;OK
0.654;0.287;0.307;1.162;33.037;41.175;49.17;0.915;1.349;0.11;OK
0.658;0.29;0.308;2.127;33.262;40.954;49.181;0.928;1.333;0.109;OK
0.631;0.298;0.309;4.02;34.513;40.932;49.175;1.006;1.331;0.109;OK
0.582;0.328;0.307;1.803;36.046;39.147;49.188;1.099;1.199;0.11;OK
0.605;0.314;0.307;1.032;34.575;39.68;49.168;1.008;1.238;0.11;OK
0.631;0.296;0.308;2.728;32.634;40.289;49.178;0.891;1.284;0.109;OK
0.638;0.297;0.309;1.542;32.945;40.62;49.193;0.91;1.309;0.11;OK
0.578;0.323;0.307;3.449;36.581;38.248;49.187;1.131;1.133;0.11;OK
0.585;0.314;0.307;3.589;35.892;38.892;49.196;1.089;1.18;0.108;OK
0.575;0.332;0.307;1.542;37.037;38.734;49.182;1.159;1.169;0.11;OK
0.577;0.337;0.306;3.922;36.623;38.743;49.179;1.134;1.169;0.109;OK
0.594;0.327;0.306;4.879;35.611;38.695;49.168;1.072;1.166;0.109;OK
0.645;0.303;0.307;3.386;34.789;40.127;49.192;1.022;1.272;0.108;OK
0.639;0.288;0.307;2.796;33.427;40.342;49.167;0.938;1.288;0.108;OK
0.622;0.302;0.308;1.936;34.926;39.73;49.17;1.031;1.242;0.108;OK
0.618;0.297;0.308;4.849;35.037;40.051;49.177;1.036;1.266;0.109;OK
0.624;0.308;0.308;4.184;35.014;39.6;49.168;1.036;1.232;0.109;OK
0.624;0.29;0.307;2.447;34.725;39.321;49.183;1.017;1.212;0.11;OK
0.611;0.314;0.308;2.219;36.463;39.043;49.184;1.126;1.192;0.11;OK
0.623;0.295;0.307;3.266;35.288;39.658;49.173;1.052;1.237;0.109;OK
0.633;0.297;0.308;4.306;36.309;40.256;49.168;1.114;1.281;0.109;OK
0.595;0.303;0.308;2.955;35.398;39.529;49.166;1.059;1.227;0.109;OK
0.612;0.321;0.307;4.211;36.171;39.676;49.197;1.106;1.239;0.108;OK
0.616;0.311;0.308;;33.901;40.646;49.172;0.968;1.31;0.109;OK
0.593;0.323;0.308;1.445;33.682;39.893;49.173;0.955;1.254;0.108;OK
0.629;0.303;0.308;1.957;34.023;40.123;49.197;0.976;1.271;0.11;OK
0.581;0.297;0.306;1.817;34.536;40.128;49.181;1.007;1.272;0.109;OK
0.607;0.31;0.307;3.582;36.294;40.395;49.171;1.114;1.292;0.11;OK
0.614;0.324;0.306;1.429;36.023;39.488;49.179;1.097;1.225;0.109;OK
0.612;0.316;0.31;2.96;35.383;40.012;49.187;1.058;1.263;0.11;OK
0.637;0.297;0.309;2.516;36.819;40.258;49.19;1.146;1.282;0.109;OK
0.639;0.284;0.309;2.327;35.483;39.958;49.184;1.065;1.259;0.11;OK
0.621;0.296;0.308;3.322;35.078;40.565;49.187;1.04;1.304;0.108;OK
0.631;0.308;0.308;3.342;35.464;39.952;49.172;1.062;1.259;0.11;OK
0.626;0.3;0.308;4.777;34.074;39.896;49.184;0.978;1.254;0.109;OK
0.609;0.325;0.306;1.852;36.676;39.111;49.175;1.137;1.197;0.11;OK
0.626;0.3;0.309;2.42;36.111;39.894;49.168;1.102;1.253;0.108;OK
0.595;0.307;0.309;2.407;34.045;40.261;49.186;0.976;1.281;0.109;OK
0.64;0.283;0.308;1.763;33.506;40.078;49.189;0.943;1.268;0.109;OK
0.637;0.29;0.307;3.714;35.257;40.153;49.179;1.051;1.273;0.109;OK
0.584;0.347;0.307;1.34;36.507;39.124;49.165;1.126;1.196;0.11;OK
0.589;0.32;0.309;4.033;35.49;39.107;49.188;1.065;1.197;0.111;OK
0.59;0.324;0.309;4.841;35.921;39.698;49.166;1.091;1.24;0.109;OK
0.628;0.309;0.31;1.415;36.615;40.276;49.183;1.133;1.282;0.109;OK
0.621;0.302;0.309;2.064;33.533;40.443;49.17;0.945;1.295;0.109;OK
0.615;0.309;0.31;2.367;33.06;40.482;49.178;0.917;1.298;0.11;OK
0.637;0.311;0.309;4.682;34.798;40.843;49.194;1.023;1.324;0.109;OK
0.622;0.304;0.31;1.714;33.152;40.153;49.176;0.922;1.274;0.11;OK
0.63;0.291;0.308;4.909;34.82;39.681;49.177;1.024;1.239;0.109;OK
0.612;0.303;0.309;3.822;35.4;39.352;49.185;1.058;1.214;0.109;OK
0.608;0.318;0.307;1.737;36.15;39.415;49.174;1.104;1.218;0.109;OK
0.603;0.334;0.308;3.388;36.618;39.93;49.191;1.133;1.257;0.109;OK
0.58;0.326;0.309;4.197;37.353;39.224;49.165;1.179;1.205;0.109;OK
0.613;0.315;0.31;3.422;35.052;39.532;49.179;1.038;1.228;0.108;OK
0.627;0.303;0.311;4.665;34.755;40.05;49.159;1.02;1.266;0.109;OK
0.619;0.297;0.311;2.063;33.509;40.413;49.177;0.944;1.293;0.11;OK
0.604;0.318;0.31;1.25;34.265;39.882;49.178;0.99;1.254;0.109;OK
0.621;0.307;0.31;2.111;34.441;40.437;49.185;1.0;1.295;0.108;OK
0.58;0.33;0.309;3.014;36.556;39.391;49.192;1.13;1.217;0.109;OK
0.589;0.323;0.311;3.733;35.92;39.702;49.2;1.091;1.24;0.109;OK
0.602;0.323;0.31;4.919;37.147;39.793;49.184;1.165;1.247;0.108;OK
0.603;0.326;0.311;4.171;35.423;39.849;49.172;1.06;1.25;0.108;OK
0.617;0.295;0.312;1.056;35.27;39.559;49.172;1.051;1.23;0.109;OK
0.603;0.318;0.311;1.557;36.966;39.635;49.194;1.154;1.235;0.109;OK
0.612;0.304;0.313;;34.193;39.758;49.181;0.986;1.245;0.109;OK
0.626;0.297;0.311;2.207;35.128;40.113;49.176;1.043;1.271;0.109;OK
0.643;0.3;0.311;1.088;34.818;39.777;49.192;1.024;1.246;0.111;OK
0.636;0.308;0.311;4.303;34.891;39.915;49.185;1.028;1.256;0.108;OK
0.624;0.307;0.31;2.498;35.653;40.013;49.176;1.074;1.264;0.109;OK
0.574;0.335;0.31;1.459;36.696;39.585;49.153;1.139;1.232;0.109;OK
0.606;0.327;0.31;2.898;36.002;39.003;49.18;1.096;1.188;0.108;OK
0.605;0.312;0.312;4.471;36.104;39.722;49.192;1.101;1.242;0.109;OK
0.635;0.309;0.311;3.747;34.62;40.177;49.193;1.011;1.275;0.109;OK
0.64;0.302;0.312;1.249;33.681;40.653;49.181;0.955;1.311;0.11;OK
0.639;0.301;0.312;3.721;34.14;40.499;49.189;0.982;1.299;0.11;OK
0.641;0.312;0.312;4.935;33.625;40.308;49.178;0.951;1.285;0.109;OK
0.625;0.307;0.312;3.434;33.67;39.661;49.179;0.954;1.237;0.108;OK
0.607;0.314;0.311;3.371;35.42;39.911;49.174;1.061;1.256;0.109;OK
0.591;0.311;0.311;4.608;34.515;39.788;49.173;1.005;1.246;0.109;OK
0.619;0.312;0.311;3.629;35.414;38.971;49.172;1.06;1.186;0.11;OK
0.587;0.325;0.311;1.444;35.362;39.631;49.166;1.057;1.235;0.108;OK
0.59;0.319;0.313;1.347;35.721;39.376;49.18;1.079;1.217;0.11;OK
0.622;0.305;0.315;2.951;34.795;40.213;49.186;1.022;1.278;0.11;OK
0.638;0.301;0.313;3.178;33.138;40.365;49.185;0.921;1.289;0.11;OK
0.631;0.304;0.313;3.534;34.005;40.191;49.186;0.974;1.276;0.109;OK
0.621;0.317;0.312;4.171;36.208;39.881;49.192;1.108;1.253;0.11;OK
0.595;0.324;0.313;2.356;36.839;39.445;49.177;1.148;1.221;0.108;OK
0.617;0.316;0.313;2.418;35.996;39.398;49.18;1.096;1.218;0.11;OK
0.589;0.33;0.314;3.072;35.258;38.926;49.189;1.051;1.182;0.109;OK
0.613;0.316;0.313;4.909;33.917;39.772;49.182;0.969;1.245;0.106;OK
0.64;0.302;0.313;1.418;34.447;39.456;49.193;1.001;1.222;0.108;OK
0.657;0.292;0.313;2.985;33.999;39.447;49.164;0.974;1.221;0.107;OK
0.631;0.308;0.315;3.096;35.228;39.444;49.189;1.049;1.221;0.107;OK
0.605;0.308;0.316;4.638;34.897;38.933;49.205;1.03;1.183;0.108;OK
0.612;0.315;0.315;1.093;36.668;38.682;49.187;1.137;1.165;0.108;OK
0.606;0.298;0.315;2.396;35.71;38.365;49.189;1.077;1.142;0.109;OK
0.632;0.32;0.316;4.542;36.559;39.241;49.177;1.13;1.207;0.106;OK
0.602;0.314;0.316;1.392;36.115;38.929;49.176;1.101;1.183;0.106;OK
0.583;0.303;0.315;2.78;36.972;38.173;49.177;1.154;1.127;0.106;OK
0.595;0.304;0.315;2.678;35.18;38.229;49.18;1.046;1.131;0.106;OK
0.615;0.304;0.316;4.321;34.303;38.779;49.181;0.992;1.172;0.107;OK
0.598;0.301;0.315;4.545;34.846;39.07;49.172;1.025;1.193;0.107;OK
0.613;0.308;0.315;;36.017;39.014;49.172;1.096;1.189;0.107;OK
0.608;0.318;0.315;4.369;36.318;39.536;49.17;1.115;1.228;0.108;OK
0.603;0.307;0.314;2.793;35.772;39.28;49.179;1.082;1.209;0.107;OK
0.621;0.319;0.313;3.574;36.251;39.889;49.185;1.111;1.254;0.108;OK
0.639;0.293;0.314;4.362;34.591;38.976;49.157;1.01;1.187;0.108;OK
0.645;0.3;0.314;3.839;34.783;39.429;49.184;1.02;1.22;0.108;OK
0.621;0.299;0.314;4.699;35.504;39.284;49.196;1.068;1.209;0.107;OK
0.622;0.3;0.314;4.894;35.546;39.078;49.16;1.068;1.194;0.107;OK
0.619;0.3;0.315;3.264;36.177;39.341;49.176;1.107;1.214;0.106;OK
0.61;0.311;0.315;1.38;35.063;39.395;49.167;1.037;1.217;0.107;OK
0.6;0.309;0.314;2.612;34.935;38.859;49.189;1.031;1.178;0.107;OK
0.611;0.307;0.313;2.314;36.966;38.876;49.17;1.154;1.179;0.107;OK
0.665;0.293;0.313;1.978;34.65;38.627;49.19;1.014;1.16;0.107;OK
0.634;0.301;0.314;2.642;34.719;39.439;49.179;1.018;1.221;0.108;OK
0.627;0.304;0.314;1.53;35.017;39.625;49.18;1.035;1.235;0.107;OK
0.621;0.298;0.313;3.665;35.788;39.824;49.188;1.083;1.249;0.108;OK
0.64;0.307;0.314;3.543;35.626;40.333;49.181;1.073;1.287;0.108;OK
0.631;0.302;0.315;4.729;35.135;40.301;49.182;1.043;1.284;0.107;OK
0.643;0.301;0.314;2.27;35.508;40.232;49.184;1.066;1.28;0.108;OK
0.648;0.295;0.315;3.163;33.891;40.235;49.19;0.966;1.28;0.109;OK
0.632;0.301;0.316;4.545;34.504;40.407;49.189;1.006;1.292;0.108;OK
0.599;0.31;0.316;1.908;36.368;39.84;49.182;1.117;1.25;0.108;OK
0.576;0.32;0.318;2.444;37.844;39.62;49.183;1.21;1.234;0.108;OK
0.567;0.311;0.316;2.346;38.551;39.741;49.185;1.251;1.243;0.107;OK
0.568;0.324;0.316;2.911;38.398;39.254;49.175;1.242;1.207;0.107;OK
0.564;0.301;0.315;4.333;37.618;39.723;49.175;1.194;1.242;0.106;OK
0.581;0.31;0.314;3.202;37.685;39.487;49.173;1.199;1.224;0.106;OK
0.625;0.303;0.312;4.223;35.603;39.688;49.19;1.072;1.239;0.108;OK
0.626;0.305;0.313;1.484;33.449;39.804;49.189;0.94;1.248;0.108;OK
0.68;0.297;0.313;4.284;33.132;39.379;49.158;0.923;1.216;0.108;OK
0.679;0.304;0.314;3.68;31.057;40.102;49.168;0.795;1.27;0.108;OK
0.694;0.284;0.315;2.197;29.794;40.56;49.187;0.718;1.304;0.11;OK
0.661;0.273;0.317;4.847;32.043;39.865;49.178;0.855;1.252;0.109;OK
0.635;0.3;0.316;3.415;33.93;40.294;49.182;0.969;1.284;0.106;OK
0.622;0.312;0.319;1.675;34.439;39.361;49.19;1.001;1.215;0.107;OK
0.593;0.331;0.317;3.25;35.815;39.43;49.2;1.085;1.22;0.107;OK
0.612;0.303;0.317;;37.251;39.517;49.183;1.172;1.227;0.108;OK
0.62;0.312;0.317;2.292;37.099;39.795;49.177;1.163;1.247;0.108;OK
0.611;0.324;0.316;2.552;36.885;39.548;49.17;1.15;1.229;0.108;OK
0.618;0.304;0.316;2.906;36.658;39.562;49.166;1.136;1.23;0.107;OK
0.63;0.304;0.317;1.471;33.704;39.514;49.182;0.956;1.227;0.107;OK
0.611;0.303;0.317;1.755;35.092;39.742;49.17;1.041;1.243;0.108;OK
0.631;0.3;0.316;3.716;34.201;39.985;49.189;0.985;1.261;0.108;OK
0.666;0.281;0.316;2.124;31.483;39.522;49.166;0.821;1.227;0.108;OK
0.645;0.281;0.317;2.928;33.969;40.235;49.188;0.972;1.28;0.108;OK
0.6;0.305;0.317;1.643;33.955;39.185;49.178;0.971;1.202;0.108;OK
0.618;0.328;0.616;3.527;40.348;41.511;49.182;1.36;1.374;0.111;OK
0.616;0.326;0.617;4.002;38.659;41.574;49.186;1.258;1.379;0.11;OK
0.627;0.315;0.617;4.84;37.454;42.747;49.179;1.183;1.465;0.111;OK
0.623;0.302;0.617;1.622;38.494;43.195;49.174;1.248;1.498;0.112;OK
0.636;0.296;0.617;4.375;37.382;43.309;49.176;1.18;1.507;0.112;OK
0.632;0.281;0.616;2.513;38.222;43.071;49.19;1.231;1.489;0.112;OK
0.622;0.302;0.615;3.292;39.032;43.796;49.177;1.28;1.543;0.111;OK
0.614;0.301;0.615;2.773;38.004;43.075;49.195;1.218;1.489;0.112;OK
0.626;0.303;0.616;2.982;36.594;42.368;49.184;1.132;1.437;0.112;OK
0.616;0.309;0.618;2.879;37.683;42.854;49.184;1.197;1.473;0.112;OK
0.627;0.295;0.616;2.546;38.067;43.433;49.186;1.222;1.516;0.112;OK
0.634;0.312;0.615;4.908;36.897;43.301;49.19;1.15;1.506;0.112;OK
0.611;0.296;0.616;4.174;38.253;43.38;49.169;1.233;1.512;0.113;OK
0.603;0.318;0.617;3.758;38.622;42.145;49.181;1.255;1.421;0.111;OK
0.616;0.32;0.617;3.402;36.373;42.572;49.192;1.12;1.453;0.112;OK
0.63;0.316;0.618;4.532;36.498;41.617;49.192;1.126;1.382;0.113;OK
0.624;0.322;0.619;3.828;37.648;41.545;49.183;1.197;1.376;0.111;OK
0.632;0.322;0.62;1.181;37.007;42.015;49.174;1.158;1.411;0.112;OK
0.625;0.32;0.619;3.953;37.504;42.063;49.184;1.187;1.415;0.112;OK
0.637;0.299;0.619;3.174;38.065;41.942;49.192;1.222;1.406;0.112;OK
0.622;0.301;0.618;3.335;38.701;42.725;49.176;1.26;1.463;0.112;OK
0.614;0.291;0.618;2.004;37.388;43.043;49.19;1.18;1.488;0.111;OK
0.622;0.292;0.618;4.01;38.119;43.346;49.157;1.224;1.509;0.112;OK
0.618;0.308;0.619;1.446;36.957;43.154;49.201;1.154;1.496;0.112;OK
0.617;0.295;0.618;1.324;38.688;43.089;49.183;1.26;1.49;0.112;OK
0.623;0.311;0.619;;38.059;42.017;49.164;1.221;1.411;0.113;OK
0.617;0.303;0.618;2.365;36.585;42.668;49.171;1.131;1.46;0.111;OK
0.611;0.306;0.618;1.998;36.056;42.956;49.175;1.099;1.481;0.112;OK
0.623;0.308;0.618;1.585;36.609;42.468;49.163;1.133;1.445;0.112;OK
0.626;0.315;0.618;3.628;36.923;42.668;49.186;1.152;1.459;0.111;OK
0.635;0.325;0.621;1.459;36.728;42.618;49.185;1.14;1.455;0.112;OK
0.604;0.303;0.619;2.398;37.1;43.177;49.186;1.162;1.497;0.112;OK
0.607;0.315;0.619;4.58;36.701;43.162;49.185;1.14;1.496;0.113;OK
0.618;0.32;0.62;3.959;37.423;42.323;49.196;1.183;1.434;0.111;OK
0.628;0.33;0.621;2.973;36.458;42.345;49.164;1.124;1.436;0.113;OK
0.644;0.33;0.621;3.705;36.261;42.023;49.177;1.112;1.411;0.113;OK
0.631;0.332;0.622;4.342;37.284;42.249;49.166;1.174;1.428;0.114;OK
0.629;0.313;0.622;2.765;36.653;43.083;49.201;1.136;1.49;0.113;OK
0.621;0.312;0.621;2.403;37.934;43.054;49.176;1.213;1.488;0.112;OK
0.626;0.296;0.621;4.835;37.589;42.779;49.156;1.193;1.468;0.113;OK
0.631;0.308;0.622;3.428;37.777;42.542;49.168;1.204;1.45;0.113;OK
0.627;0.306;0.621;2.476;37.954;43.329;49.176;1.215;1.508;0.112;OK
0.6;0.299;0.621;1.593;37.826;42.437;49.172;1.207;1.442;0.112;OK
0.615;0.3;0.62;2.363;38.372;42.399;49.176;1.239;1.44;0.112;OK
0.63;0.3;0.622;1.378;37.312;41.805;49.177;1.176;1.395;0.113;OK
0.635;0.304;0.621;1.993;37.86;42.088;49.176;1.209;1.417;0.113;OK
0.625;0.304;0.622;2.75;37.109;42.696;49.171;1.163;1.462;0.113;OK
0.616;0.303;0.621;1.576;36.989;43.37;49.181;1.156;1.511;0.112;OK
0.629;0.307;0.62;2.098;38.704;43.029;49.184;1.261;1.486;0.113;OK
0.626;0.326;0.622;3.886;36.552;42.757;49.177;1.128;1.466;0.114;OK
0.647;0.314;0.623;3.097;36.406;42.243;49.196;1.12;1.428;0.113;OK
0.63;0.326;0.622;2.441;37.74;42.059;49.178;1.201;1.414;0.113;OK
0.637;0.306;0.623;4.126;37.747;42.471;49.161;1.202;1.445;0.112;OK
0.612;0.289;0.624;2.671;37.566;42.754;49.171;1.191;1.466;0.113;OK
0.603;0.297;0.622;3.278;38.193;42.488;49.185;1.229;1.447;0.112;OK
0.607;0.296;0.621;2.264;36.656;43.347;49.17;1.136;1.509;0.113;OK
0.617;0.295;0.622;4.8;37.603;42.725;49.18;1.193;1.463;0.112;OK
0.628;0.303;0.621;4.434;39.053;42.613;49.194;1.283;1.455;0.112;OK
0.617;0.301;0.622;1.466;37.527;42.2;49.18;1.189;1.425;0.112;OK
0.63;0.307;0.623;4.428;37.074;42.621;49.181;1.161;1.456;0.112;OK
0.629;0.298;0.622;2.009;37.127;43.051;49.179;1.165;1.488;0.112;OK
0.627;0.306;0.622;1.819;37.429;43.712;49.171;1.183;1.536;0.113;OK
0.636;0.292;0.623;1.439;36.451;43.962;49.184;1.124;1.555;0.112;OK
0.618;0.307;0.622;1.961;36.227;43.961;49.181;1.108;1.555;0.111;OK
0.634;0.302;0.623;4.095;36.274;43.712;49.168;1.112;1.536;0.112;OK
0.631;0.311;0.623;;35.878;43.117;49.175;1.089;1.492;0.113;OK
0.624;0.309;0.623;1.369;36.618;43.077;49.18;1.133;1.49;0.113;OK
0.622;0.305;0.622;1.402;36.694;42.776;49.164;1.139;1.468;0.112;OK
0.619;0.309;0.622;4.502;36.145;43.722;49.183;1.105;1.537;0.111;OK
0.621;0.307;0.622;1.215;35.097;43.659;49.193;1.04;1.533;0.112;OK
0.607;0.313;0.623;1.205;34.773;42.339;49.198;1.021;1.435;0.112;OK
0.635;0.301;0.622;2.601;36.478;42.911;49.158;1.125;1.477;0.113;OK
0.629;0.303;0.622;2.293;37.336;43.611;49.183;1.177;1.529;0.112;OK
0.628;0.31;0.624;1.499;36.185;42.946;49.168;1.107;1.48;0.113;OK
0.637;0.302;0.622;1.222;37.197;42.947;49.183;1.167;1.48;0.113;OK
0.631;0.298;0.624;4.098;36.764;43.618;49.176;1.142;1.53;0.112;OK
0.638;0.299;0.624;3.382;35.987;43.835;49.172;1.096;1.545;0.113;OK
0.634;0.303;0.623;1.408;36.011;43.421;49.187;1.096;1.515;0.113;OK
0.613;0.313;0.624;4.632;34.811;42.957;49.186;1.024;1.481;0.113;OK
0.613;0.308;0.623;3.338;35.695;43.717;49.188;1.077;1.537;0.113;OK
0.63;0.289;0.624;3.757;36.195;43.496;49.186;1.108;1.521;0.113;OK
0.619;0.302;0.625;2.314;35.242;44.005;49.171;1.05;1.558;0.112;OK
0.628;0.299;0.624;4.699;35.267;43.989;49.184;1.051;1.557;0.113;OK
0.636;0.295;0.626;2.773;37.186;43.789;49.18;1.168;1.542;0.112;OK
0.628;0.3;0.625;2.788;37.875;43.113;49.173;1.21;1.492;0.113;OK
0.608;0.316;0.624;2.154;38.516;43.273;49.189;1.249;1.504;0.112;OK
0.599;0.318;0.623;4.771;38.032;42.444;49.185;1.22;1.443;0.112;OK
0.606;0.312;0.623;2.441;37.94;42.103;49.168;1.214;1.418;0.112;OK
0.6;0.321;0.622;2.529;38.743;41.788;49.176;1.263;1.394;0.113;OK
0.59;0.325;0.623;4.01;38.704;41.512;49.174;1.26;1.374;0.114;OK
